5534388849,unknown,coffee,3
5534388849,unknown,service,3
5534388849,unknown,review,Гавно
5534388849,unknown,issue,НЕт воды
7408611193,unknown,issue,не работает
7408611193,unknown,issue,Не отдал сдачу
7408611193,unknown,coffee,3
7408611193,unknown,service,4
7408611193,unknown,issue,Закончилось вода
6139476752,GRUSHA,coffee,3
6139476752,GRUSHA,service,4
6139476752,GRUSHA,review,Латте плохое
6139476752,unknown,issue,Не отдал сдачу
